#Transcriptomic changes in joint tissues during the development of osteoarthritis (OA) are of interest for the discovery of biomarkers and mechanisms of disease. The objective of this study was to use the rat medial meniscus transection (MMT) model to discover stage and tissue-specific transcriptomic changes. Sham or MMT surgeries were performed in mature rats. Cartilage, menisci and synovium were scored for histopathological changes at 2, 4 and 6 weeks post-surgery and processed for RNA-sequencing. Differentially expressed genes (DEG) were used to identify pathways and mechanisms. Published transcriptomic datasets from animal models and human OA were used to confirm and extend present findings. The total number of DEGs was already high at 2 weeks (723 in meniscus), followed by cartilage (259) and synovium (42) and declined to varying degrees in meniscus and synovium but increased in cartilage at 6 weeks. The most upregulated genes included tenascins. The 'response to mechanical stimulus' and extracellular matrix-related pathways were enriched in both cartilage and meniscus. Pathways that were enriched in synovium at 4 weeks indicate processes related to synovial hyperplasia and fibrosis. Synovium also showed upregulation of IL-11 and several MMPs. The mechanical stimulus pathway included upregulation of the mechanoreceptors PIEZO1, PIEZO2 and TRPV4 and nerve growth factor. Analysis of data from prior RNA-sequencing studies of animal models and human OA support these findings. These results indicate several shared pathways that are affected during OA in cartilage and meniscus and support the role of mechanotransduction and other pathways in OA pathogenesis.
gene	cartilage 2-week	cartilage 2-week p-value	cartilage 4-week	cartilage 4-week p-value	cartilage 6-week	cartilage 6-week p-value	meniscus 2-week	meniscus 2-week p-value	meniscus 4-week	meniscus 4-week p-value	meniscus 6-week	meniscus 6-week p-value	synovium 2-week	synovium 2-week p-value	synovium 4-week	synovium 4-week p-value	synovium 6-week	synovium 6-week p-value
Cnn1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.35326342	0.002098017	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cnn3	0.0	1.0	0.0	1.0	0.0	1.0	0.358540315	0.040341508	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cnot1	0.0	1.0	0.0	1.0	0.0	1.0	-0.432329088	0.014028515	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cntfr	-1.672564962	0.011634004	-1.909486143	0.0014142	0.0	1.0	-2.126825495	0.003569024	-3.490750261	1.60664e-06	-3.023006389	0.000273521	0.0	1.0	0.0	1.0	0.0	1.0
Col10a1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.957561611	0.01709161	-1.212992675	0.001121931	0.0	1.0	0.0	1.0	0.0	1.0
Col11a1	0.0	1.0	0.494447488	0.00015394	0.536919661	4.04635e-06	0.0	1.0	1.28282638	0.000297953	1.150956758	1.56894e-15	0.0	1.0	0.0	1.0	0.0	1.0
Col11a2	0.0	1.0	0.0	1.0	0.0	1.0	-0.795697835	2.19622e-06	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Col12a1	0.0	1.0	0.801919198	0.001752315	0.0	1.0	2.795095435	4.67983e-11	2.446166616	1.62852e-13	1.760345846	7.43245e-12	0.0	1.0	1.103864734	0.027094558	0.0	1.0
Col16a1	0.0	1.0	0.0	1.0	0.0	1.0	1.194014675	1.43193e-16	1.078937289	1.43002e-13	0.899016636	2.10411e-09	0.0	1.0	0.931919332	1.19956e-05	0.0	1.0
Col18a1	0.0	1.0	0.0	1.0	0.0	1.0	1.263167335	9.089489999999999e-25	0.539033485	0.0005907	0.613431962	0.000209352	0.0	1.0	0.0	1.0	0.0	1.0
Col1a1	0.0	1.0	0.0	1.0	0.0	1.0	0.951096536	0.013598272	1.458686543	1.58137e-07	1.111879886	1.44091e-16	0.0	1.0	0.966763333	3.01118e-09	0.718339626	0.015805896
Col24a1	0.0	1.0	0.0	1.0	0.0	1.0	1.330534491	0.011228824	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Col28a1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.407295574	0.040660302	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Col2a1	0.0	1.0	0.0	1.0	0.712622112	6.33753e-08	0.0	1.0	0.0	1.0	1.207999474	1.29884e-05	0.0	1.0	0.0	1.0	0.0	1.0
Col3a1	1.647200423	5.22611e-14	2.280107196	1.95128e-10	2.032092386	9.36573e-09	0.943090166	4.14895e-11	0.980806505	0.000248545	0.501098528	3.35603e-07	0.0	1.0	0.0	1.0	0.0	1.0
Col4a1	1.281850665	0.001907834	0.0	1.0	0.0	1.0	0.591567437	0.000377669	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Col4a4	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.054168268	0.005147409	0.0	1.0	0.0	1.0	0.0	1.0
Col5a1	1.130152284	1.08572e-08	1.221295043	8.26299e-16	0.918940512	5.76141e-07	1.473944207	1.23025e-08	1.282981842	4.32747e-05	0.831335324	2.7451e-08	0.0	1.0	0.61935697	0.039741173	0.0	1.0
Col5a2	0.766235733	0.00016188	0.96732852	3.15003e-13	0.751970315	7.54142e-05	1.196322219	1.83625e-06	1.18058895	8.08703e-05	0.826318892	4.9755e-10	0.0	1.0	0.0	1.0	0.0	1.0
Col5a3	1.800785199	0.004073855	1.739650881	2.16167e-06	0.0	1.0	0.912644729	3.04257e-09	0.384722966	0.045410635	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Col6a1	0.0	1.0	0.599677948	7.27062e-05	0.796131049	1.18398e-06	0.736895545	1.4822e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Col6a2	0.82639767	2.9569e-05	0.0	1.0	0.81977006	3.94013e-07	0.979732294	0.000250147	0.599316356	0.000259784	0.51425638	0.00137287	0.0	1.0	0.0	1.0	0.0	1.0
Col6a3	0.954876393	3.90353e-07	0.971179359	5.72919e-12	0.935963075	4.6976e-10	1.054309228	2.26196e-15	0.903628094	9.37399e-10	0.54787044	6.71164e-07	0.0	1.0	0.462619281	0.029987291	0.0	1.0
Col8a1	0.876243809	0.009028886	1.323949292	4.48123e-10	1.420877783	7.77418e-07	0.799922009	0.003465956	0.790797028	0.009845749	0.60270942	0.004287218	0.0	1.0	0.0	1.0	0.0	1.0
Col8a2	0.0	1.0	0.0	1.0	0.0	1.0	1.285195761	4.14508e-05	1.062074569	2.33929e-07	0.597127713	0.000937046	0.0	1.0	0.0	1.0	0.0	1.0
Col9a1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.267443075	0.006441918	2.495283521	5.87759e-08	0.0	1.0	0.0	1.0	0.0	1.0
Col9a2	0.0	1.0	0.0	1.0	0.0	1.0	-1.14367791	1.02709e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Colgalt1	0.0	1.0	0.0	1.0	0.0	1.0	0.570603705	6.81591e-05	0.420616766	0.030836521	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Commd2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.756038002	0.020584173	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Comp	0.0	1.0	0.0	1.0	0.51494735	0.000111918	0.0	1.0	0.0	1.0	0.503170849	0.000138261	0.0	1.0	1.526865886	0.029780294	0.0	1.0
Copb1	0.0	1.0	0.406334309	0.027931434	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cope	0.33907306	0.035693512	0.0	1.0	0.0	1.0	0.371566867	0.006457644	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Copz2	0.0	1.0	0.0	1.0	0.0	1.0	0.615964454	3.95722e-06	0.458015152	0.031621775	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Coq3	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.148927882	0.032788673	0.0	1.0
Cox4i2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.595061295	0.000257133	0.0	1.0	0.0	1.0	0.0	1.0
Cpa3	0.0	1.0	0.0	1.0	0.0	1.0	-1.745130953	3.94106e-06	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cpe	0.0	1.0	0.0	1.0	0.0	1.0	-0.735259354	7.44743e-07	-0.866923961	4.96555e-08	-0.48643292	0.002647624	0.0	1.0	-0.651380361	0.022446186	0.0	1.0
Cped1	0.0	1.0	0.0	1.0	-0.904438837	0.009752757	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cpm	0.0	1.0	0.0	1.0	0.0	1.0	1.351202925	1.70387e-07	1.267588999	4.3208e-07	0.850519903	0.009778719	0.0	1.0	0.0	1.0	0.0	1.0
Cpox	0.0	1.0	0.0	1.0	0.0	1.0	-0.526942046	0.006071721	0.0	1.0	0.522780181	0.037007251	0.0	1.0	0.0	1.0	0.0	1.0
Cpxm2	0.0	1.0	1.551309352	0.000441357	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cpz	0.0	1.0	-1.023301262	0.04513528	-1.56454289	0.032149132	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Crabp1	0.0	1.0	0.0	1.0	0.0	1.0	-0.973570668	0.031641518	0.0	1.0	-1.369167962	0.010046667	-1.958184598	0.000207013	0.0	1.0	0.0	1.0
Crabp2	2.745841409	2.44264e-06	3.10592415	2.16066e-14	1.657381476	0.005139504	1.632185427	7.60315e-13	1.391050378	4.18344e-09	1.015986492	1.71658e-08	0.0	1.0	0.0	1.0	0.0	1.0
Creb3l1	0.815973256	0.005656207	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Creb5	0.0	1.0	0.0	1.0	0.0	1.0	-0.696586618	0.000690028	-0.518854403	0.01974378	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Crebrf	-0.482155933	0.040347546	-0.542375059	0.007111586	0.0	1.0	0.0	1.0	0.0	1.0	-0.520248337	0.015929971	0.0	1.0	0.0	1.0	0.0	1.0
Crim1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.599052991	0.030331001	-0.492692914	0.0267162	0.0	1.0	0.0	1.0	0.0	1.0
Crip1	0.0	1.0	1.048054149	0.003855314	0.0	1.0	0.386331798	0.00056511	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Crispld1	0.0	1.0	0.0	1.0	0.0	1.0	-0.501659442	0.014028575	-0.590291877	0.002851873	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Crispld2	1.493244638	2.54777e-15	1.349085062	7.8919e-16	1.822179898	8.69933e-26	1.31377055	4.2497e-24	1.494471845	1.4117200000000002e-24	1.256984149	8.10819e-17	0.0	1.0	0.0	1.0	0.0	1.0
Crlf1	2.510386915	2.70047e-19	2.405241155	1.20191e-16	2.291196177	0.002877398	1.70046271	1.4493700000000002e-18	0.73591821	0.006441918	0.793865839	0.000185987	1.009853299	0.001085877	0.0	1.0	0.0	1.0
Csad	0.0	1.0	0.0	1.0	0.0	1.0	-0.477689288	0.032328334	-0.46180638	0.037586649	-0.766639428	0.000452859	0.0	1.0	0.0	1.0	0.0	1.0
Csf1	0.0	1.0	0.0	1.0	0.0	1.0	-0.436763492	0.019693029	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Csgalnact1	0.0	1.0	0.452772419	0.019213775	0.496440405	0.003055157	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Csrp2	0.0	1.0	1.398721515	0.047768532	0.0	1.0	1.321030661	4.14974e-08	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cst3	0.0	1.0	-0.447170946	7.41464e-05	-0.430898713	0.00940504	-0.607832904	9.35244e-11	-0.391047431	0.0052085	-0.296320318	0.031285952	0.0	1.0	0.0	1.0	0.0	1.0
Ctdspl	0.0	1.0	-0.487431573	0.029098367	0.0	1.0	-0.539916005	0.008041505	-0.649679603	0.00661277	-0.731517071	0.000962726	0.0	1.0	0.0	1.0	0.0	1.0
Ctgf	0.0	1.0	0.66034158	2.36898e-05	0.738921039	3.49503e-10	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cthrc1	0.0	1.0	0.0	1.0	0.0	1.0	2.707253686	1.5538e-08	2.492267908	9.177260000000001e-26	1.488805275	2.11676e-09	0.0	1.0	1.584211085	2.9684e-05	0.0	1.0
Ctnnal1	0.0	1.0	0.0	1.0	0.0	1.0	-0.554581879	0.004215102	-0.666063681	0.002424653	-0.593436131	0.004069974	0.0	1.0	0.0	1.0	0.0	1.0
Ctsb	0.521207493	0.003875603	0.41674877	0.00285539	0.0	1.0	0.569841927	6.50514e-09	0.541476988	0.000121088	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ctsd	0.0	1.0	0.0	1.0	0.0	1.0	0.301603813	0.006680764	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ctsg	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.643572122	0.009985293	0.0	1.0	0.0	1.0	0.0	1.0
Ctsk	0.0	1.0	0.0	1.0	0.0	1.0	0.893650468	2.99023e-08	1.321340318	2.58203e-27	0.946961119	0.001229917	0.0	1.0	0.0	1.0	0.0	1.0
Ctsl	0.0	1.0	0.437027397	0.021505556	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ctsz	0.0	1.0	0.0	1.0	-1.041432357	0.000435774	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cttnbp2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.054879619	0.000452859	0.0	1.0	0.0	1.0	0.0	1.0
Ctxn3	-1.918586235	0.03416575	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cubn	0.0	1.0	0.0	1.0	0.0	1.0	-1.886784706	0.005040821	-1.886735537	0.019425782	-1.707215192	0.00888046	0.0	1.0	0.0	1.0	0.0	1.0
Cx3cl1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.836358351	0.012331444	0.0	1.0	0.0	1.0	0.0	1.0
Cxcl12	0.0	1.0	0.0	1.0	0.0	1.0	-0.565803209	0.003719243	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cxcl13	0.0	1.0	0.0	1.0	-1.645819425	0.008550114	-0.977210299	0.000706869	0.0	1.0	-0.961998838	0.000193884	0.0	1.0	0.0	1.0	0.0	1.0
Cxcl14	0.705873747	1.54103e-07	0.772984495	5.72919e-12	1.094762327	6.48934e-19	0.0	1.0	0.492196863	0.017818684	1.21109532	0.001945745	0.0	1.0	0.0	1.0	0.0	1.0
Cyb5a	-0.649227066	0.005656207	0.0	1.0	-0.521762038	0.007398432	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cyfip2	0.0	1.0	0.0	1.0	-1.152089545	0.030705872	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cyp26b1	0.0	1.0	0.0	1.0	0.0	1.0	-0.874177683	0.001327231	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cyp2d4	0.0	1.0	0.0	1.0	0.0	1.0	-1.458231277	0.040950017	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cyp2j4	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-2.007956166	0.004607286	0.0	1.0	0.0	1.0	0.0	1.0
Cyp46a1	0.0	1.0	0.0	1.0	0.0	1.0	1.521694458	4.58103e-05	1.904813229	2.26744e-05	1.505754715	0.004810896	1.868928602	0.026914451	0.0	1.0	0.0	1.0
Cyp4b1	0.0	1.0	0.0	1.0	0.0	1.0	-1.417223148	0.006169235	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cyp51	0.688723979	0.00195189	0.650911256	0.038460526	0.0	1.0	0.0	1.0	0.0	1.0	0.747031525	0.017361282	0.0	1.0	0.0	1.0	0.0	1.0
Cyr61	0.0	1.0	0.781379657	1.35683e-06	0.779869466	7.59925e-08	0.0	1.0	0.0	1.0	0.504244681	0.016007377	0.0	1.0	0.0	1.0	0.0	1.0
Cytl1	-1.071929139	0.044381758	-0.782995943	1.09263e-08	-0.650924581	1.1357e-08	-2.034361069	4.82684e-14	-2.591887144	7.12077e-27	-1.630011308	4.88384e-13	0.0	1.0	0.0	1.0	0.0	1.0
Dab2	0.0	1.0	0.460970771	0.012387027	0.420324457	0.048172642	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.619273181	0.03747772	0.0	1.0
Dact2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.737653196	0.038697307	0.0	1.0	0.0	1.0	0.0	1.0
Dapk1	0.0	1.0	0.0	1.0	0.0	1.0	-0.722670504	0.012727849	0.0	1.0	-0.812842137	0.005036527	0.0	1.0	0.0	1.0	0.0	1.0
Dapk2	0.0	1.0	0.0	1.0	0.0	1.0	-0.583496037	0.039314949	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dbi	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.412554754	0.031877436	0.0	1.0	0.0	1.0	0.0	1.0
Dbn1	0.0	1.0	0.0	1.0	0.0	1.0	1.045283055	1.1377e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dbr1	0.0	1.0	0.0	1.0	0.0	1.0	-0.876157129	0.011173591	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dchs1	0.0	1.0	0.641934854	0.024212337	0.0	1.0	0.531824955	0.023379201	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dclk1	0.0	1.0	0.0	1.0	0.0	1.0	1.331936621	2.02066e-08	0.956521193	0.000130691	0.693350905	0.023053	0.0	1.0	0.0	1.0	0.0	1.0
Dcn	1.522471735	4.50335e-05	1.465239302	1.33837e-08	1.330443821	2.6655e-17	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ddah1	0.0	1.0	0.0	1.0	0.538976537	0.003424771	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ddit4	0.0	1.0	0.577044296	0.039333522	1.006353304	3.1951e-07	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ddx41	0.0	1.0	0.0	1.0	0.396063776	0.0486182	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Derl1	0.0	1.0	0.43340876	0.032000654	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Des	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.747837781	1.50023e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Desi2	0.0	1.0	0.0	1.0	0.0	1.0	0.607421226	0.012046572	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dgat2	0.0	1.0	0.0	1.0	0.0	1.0	-1.04909374	3.45054e-05	-1.058307656	0.010030693	-1.77986249	3.62958e-07	0.0	1.0	0.0	1.0	-1.114345235	0.000146251
Dgkd	0.0	1.0	0.0	1.0	0.0	1.0	-0.779958401	0.037640419	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dhrs9	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.09959295	0.033820705	0.0	1.0	0.0	1.0	0.0	1.0
Diaph3	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.044495223	0.00657513	0.0	1.0	0.0	1.0	0.0	1.0
Disp1	0.0	1.0	0.0	1.0	0.0	1.0	-0.825956172	0.027829659	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dkk3	0.0	1.0	0.0	1.0	0.0	1.0	0.899991785	1.82633e-06	0.0	1.0	0.660254705	1.30831e-05	0.0	1.0	0.0	1.0	0.0	1.0
Dlk1	0.0	1.0	-2.006916843	1.16903e-16	-1.533748776	2.15874e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dlx5	0.0	1.0	-0.629194596	0.008885076	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dmd	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.710521211	0.002446367	-0.764013268	0.003937803	0.0	1.0	0.0	1.0	0.0	1.0
Dmp1	0.0	1.0	0.0	1.0	0.0	1.0	-0.50412996	0.019046071	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dmpk	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.612413513	0.003469016	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dnm1	0.0	1.0	0.0	1.0	0.0	1.0	0.489976285	0.014845576	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dock6	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.719297764	0.002384514	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dock9	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.761396302	0.002875908	-0.56228151	0.032351138	0.0	1.0	0.0	1.0	0.0	1.0
Dpp7	0.0	1.0	0.0	1.0	0.0	1.0	0.415285982	0.000595386	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dpt	-0.611692227	0.005442921	0.0	1.0	0.0	1.0	0.610381747	8.76321e-07	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dse	0.0	1.0	0.0	1.0	0.0	1.0	0.80488481	0.00152213	0.62804256	0.014924954	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dynlt3	0.0	1.0	0.713787934	0.027956776	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Dysf	0.0	1.0	0.935963859	0.019091148	0.911197322	0.007177846	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
ENSRNOG00000050347	-0.874790541	0.004091904	-0.647005544	0.044672984	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ebf2	0.0	1.0	0.0	1.0	0.0	1.0	-1.237133303	0.014091549	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ech1	0.0	1.0	0.0	1.0	-0.599013949	0.031889008	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.580807556	0.030760744	0.0	1.0
Eci1	0.0	1.0	0.0	1.0	0.0	1.0	-0.377881906	0.034051674	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ecm1	0.0	1.0	0.826676229	0.00290786	0.0	1.0	0.0	1.0	-0.461344741	0.010501674	-0.447204307	0.004893211	0.0	1.0	0.0	1.0	0.0	1.0
Efemp1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.776209817	0.031670551	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Efemp2	0.0	1.0	0.0	1.0	0.0	1.0	0.542369222	0.000262689	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Efhd1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.284497774	0.009340457	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Egfl6	1.348983383	1.87728e-06	0.0	1.0	0.796779254	0.035072218	0.555552982	0.002773607	0.697669134	0.005350273	0.588782736	0.037036961	0.0	1.0	1.322217135	0.004982066	0.0	1.0
Egfl7	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.581843986	0.017655243	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Egln3	0.950285342	3.4674e-06	1.151031287	1.44775e-08	1.164785571	6.17467e-06	0.0	1.0	-1.146354583	0.006441918	0.0	1.0	-1.618439625	0.004619246	0.0	1.0	0.0	1.0
Egr1	0.597243431	0.018713419	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ehd4	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.541088302	2.74019e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Eif4e2	0.0	1.0	0.0	1.0	0.0	1.0	0.596969897	0.001782858	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Eif4g1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.558982414	0.047374984	0.0	1.0	0.0	1.0	0.0	1.0
Elane	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.571016269	0.047028248	0.0	1.0	0.0	1.0	0.0	1.0
Emb	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.948129633	0.006302674	0.0	1.0	0.0	1.0	0.0	1.0
Emc3	0.0	1.0	0.473250284	0.047305011	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Emilin1	0.0	1.0	0.0	1.0	0.0	1.0	0.617251527	3.09585e-05	0.733395646	4.64492e-05	0.619146795	0.005236916	0.0	1.0	0.0	1.0	0.0	1.0
Emp1	0.801464677	5.18351e-07	0.837624845	1.80166e-06	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Enc1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.887390136	0.047755179	-1.001467416	0.034909543	0.0	1.0	0.0	1.0	0.0	1.0
Eng	1.059379214	4.31248e-07	0.912010932	3.80148e-06	0.786921937	0.008995306	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Eno1	0.45240484	0.029183949	0.513173408	0.007681515	0.748827208	1.47297e-11	0.0	1.0	0.0	1.0	0.385668239	0.006232585	0.0	1.0	0.0	1.0	0.0	1.0
Enpep	0.469007958	0.032731654	0.0	1.0	0.512442668	0.049633628	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Enpp1	0.0	1.0	0.0	1.0	0.0	1.0	0.441563253	0.034106156	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Enpp2	0.0	1.0	0.0	1.0	0.760760221	1.45979e-05	-1.208033778	2.75198e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.898257308	0.015614896
Entpd2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.990525157	0.005241122	-0.963427131	0.002986504	0.0	1.0	0.0	1.0	0.0	1.0
Epas1	0.0	1.0	0.0	1.0	0.0	1.0	-0.470125689	0.000338943	-0.643088315	2.47987e-05	-0.348492289	0.033774136	0.0	1.0	0.0	1.0	0.0	1.0
