#Transcriptomic changes in joint tissues during the development of osteoarthritis (OA) are of interest for the discovery of biomarkers and mechanisms of disease. The objective of this study was to use the rat medial meniscus transection (MMT) model to discover stage and tissue-specific transcriptomic changes. Sham or MMT surgeries were performed in mature rats. Cartilage, menisci and synovium were scored for histopathological changes at 2, 4 and 6 weeks post-surgery and processed for RNA-sequencing. Differentially expressed genes (DEG) were used to identify pathways and mechanisms. Published transcriptomic datasets from animal models and human OA were used to confirm and extend present findings. The total number of DEGs was already high at 2 weeks (723 in meniscus), followed by cartilage (259) and synovium (42) and declined to varying degrees in meniscus and synovium but increased in cartilage at 6 weeks. The most upregulated genes included tenascins. The 'response to mechanical stimulus' and extracellular matrix-related pathways were enriched in both cartilage and meniscus. Pathways that were enriched in synovium at 4 weeks indicate processes related to synovial hyperplasia and fibrosis. Synovium also showed upregulation of IL-11 and several MMPs. The mechanical stimulus pathway included upregulation of the mechanoreceptors PIEZO1, PIEZO2 and TRPV4 and nerve growth factor. Analysis of data from prior RNA-sequencing studies of animal models and human OA support these findings. These results indicate several shared pathways that are affected during OA in cartilage and meniscus and support the role of mechanotransduction and other pathways in OA pathogenesis.
gene	cartilage 2-week	cartilage 2-week p-value	cartilage 4-week	cartilage 4-week p-value	cartilage 6-week	cartilage 6-week p-value	meniscus 2-week	meniscus 2-week p-value	meniscus 4-week	meniscus 4-week p-value	meniscus 6-week	meniscus 6-week p-value	synovium 2-week	synovium 2-week p-value	synovium 4-week	synovium 4-week p-value	synovium 6-week	synovium 6-week p-value
Gypc	0.0	1.0	0.0	1.0	0.0	1.0	-0.484618705	0.0182976	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gys1	0.0	1.0	0.0	1.0	0.679864278	0.01908859	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
H2afy2	0.0	1.0	0.0	1.0	0.0	1.0	1.846209904	0.01285192	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hap1	3.675702105	0.009124992	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hapln4	1.326205215	0.002359306	2.651699073	1.45813e-09	2.898655197	2.69026e-13	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hba1	0.0	1.0	-0.382441022	0.04318777	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hba2	0.0	1.0	-0.484167063	0.007681515	0.0	1.0	0.0	1.0	0.0	1.0	0.634823494	0.015807979	0.0	1.0	0.0	1.0	0.0	1.0
Hbegf	1.196747868	8.62205e-05	1.017738704	0.000209375	0.748193765	0.006318896	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hdlbp	0.0	1.0	0.0	1.0	0.0	1.0	0.433310196	0.001651169	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hemgn	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.734138534	0.009682351	0.0	1.0	0.0	1.0	0.0	1.0
Hif1a	0.0	1.0	0.522237564	0.000653925	0.737837216	5.25055e-07	1.11420287	1.81094e-12	1.06052173	1.84568e-08	0.954515714	2.15034e-11	0.0	1.0	0.777864902	0.000361233	0.0	1.0
Higd1a	0.0	1.0	0.579799157	0.000954263	0.741220334	1.04954e-08	0.373630413	0.040998346	0.434424467	0.029700574	0.761647132	6.4055e-07	0.0	1.0	0.0	1.0	0.0	1.0
Hist1h1b	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.722548522	0.004287218	0.0	1.0	0.0	1.0	0.0	1.0
Hist1h1d	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.562662914	0.011113159	0.0	1.0	0.0	1.0	0.0	1.0
Hivep2	0.0	1.0	0.0	1.0	0.565650664	0.004949667	0.755997044	3.11032e-05	0.719331097	0.003910506	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hk2	0.0	1.0	0.0	1.0	0.746874864	0.005457401	0.0	1.0	0.972020086	0.011980612	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hmbs	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.83347508	0.000315175	0.0	1.0	0.0	1.0	0.0	1.0
Hmcn1	0.0	1.0	0.0	1.0	0.0	1.0	1.494523757	3.42187e-15	0.987574905	0.000216797	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hmg20b	0.0	1.0	0.0	1.0	0.0	1.0	0.446125717	0.002775814	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hmgb2	0.0	1.0	0.0	1.0	0.0	1.0	-0.44545644	0.004645586	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hmgcs2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-2.046753583	0.0231474	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hmox1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.981546676	1.56695e-05	1.426596567	0.038296762	0.0	1.0	0.0	1.0	0.0	1.0
Hps4	0.0	1.0	0.0	1.0	0.0	1.0	0.816630518	0.011196025	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hs3st1	-1.364970884	1.1615e-10	-0.904426958	3.31799e-10	-0.525662401	0.041369683	-1.941875868	1.92879e-14	-1.959941706	4.2350399999999996e-20	-1.230113857	3.25012e-10	0.0	1.0	0.0	1.0	0.0	1.0
Hs3st3b1	0.0	1.0	0.0	1.0	0.0	1.0	-1.876174256	0.02586264	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hsd11b1	0.0	1.0	0.0	1.0	0.0	1.0	-1.058718934	0.02124994	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hsd17b12	0.0	1.0	0.558194278	0.019213775	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hsd17b8	0.626935851	0.019637084	0.757489528	0.002704464	0.722755931	0.004472043	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hsdl2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.954197713	0.03747772	0.0	1.0
Hspa5	0.0	1.0	0.0	1.0	0.314884861	0.033315513	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hspb1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.358889335	0.036674343	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Hspb2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.925825027	0.019506689	0.0	1.0
Htra1	1.098587145	5.29418e-08	1.028097726	2.66499e-23	1.163279384	1.59461e-13	0.763306743	1.36137e-09	0.385057411	0.013777507	0.415706901	0.00022101	0.0	1.0	0.0	1.0	0.0	1.0
Htra3	0.0	1.0	0.0	1.0	0.0	1.0	0.411087305	0.025914438	0.0	1.0	0.40261325	0.030392794	0.0	1.0	0.0	1.0	0.0	1.0
Hyal2	0.0	1.0	0.0	1.0	0.0	1.0	0.467041189	0.019019985	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ibsp	0.0	1.0	-0.50212142	0.002857013	-0.562043753	0.005385772	0.0	1.0	0.0	1.0	0.623998607	0.000996476	0.0	1.0	0.0	1.0	0.0	1.0
Id1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.394352097	0.033358278	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Id2	0.0	1.0	0.516394816	0.032624602	0.909037167	1.07435e-08	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Id4	-0.972487942	5.51712e-07	-1.072188669	7.91669e-19	-0.826463561	3.30207e-06	-0.827671336	6.4334e-08	-1.295592139	7.43727e-13	-0.908955104	2.28402e-07	0.0	1.0	0.0	1.0	0.0	1.0
Ier3	0.570187572	0.01889678	0.671449686	0.019018483	1.097040462	7.79625e-12	0.568653821	0.046349255	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ier5l	0.0	1.0	0.0	1.0	0.0	1.0	0.728255246	0.000968384	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ifi27	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.333873766	0.045653067	0.0	1.0	0.0	1.0	0.0	1.0
Ifi27l2b	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.100044754	1.60664e-06	-0.782881546	0.001416472	-0.822307461	0.0258396	0.0	1.0	0.0	1.0
Ifih1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.922590431	0.04746776	0.0	1.0	0.0	1.0	0.0	1.0
Ifitm3	0.0	1.0	0.951042361	0.000112208	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ift27	0.0	1.0	0.0	1.0	0.0	1.0	0.697214106	0.005696737	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Igf1	2.170339512	2.21985e-08	1.51976264	1.46864e-10	0.0	1.0	1.006045845	1.04335e-16	0.836064215	2.54245e-08	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Igf2	0.0	1.0	-1.157949459	2.39476e-05	0.0	1.0	0.0	1.0	-1.045738486	0.004457039	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Igf2r	0.0	1.0	0.0	1.0	0.0	1.0	0.517450373	8.20313e-05	0.36781639	0.039775842	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Igfbp4	0.0	1.0	0.0	1.0	0.0	1.0	0.469150713	0.001114713	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Igfbp5	0.0	1.0	0.0	1.0	0.0	1.0	-0.378320748	0.000257034	-0.439194978	0.000439751	-0.477314008	0.001658663	0.0	1.0	0.0	1.0	0.0	1.0
Igfbp6	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.608464614	0.000735867	0.0	1.0	0.0	1.0	0.0	1.0
Igfbp7	0.0	1.0	0.400231683	0.005942571	0.546674439	0.000210466	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Igh	0.0	1.0	0.0	1.0	0.0	1.0	-0.73985325	0.01285192	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ighm	0.0	1.0	0.0	1.0	0.0	1.0	-0.743351885	0.012900953	0.0	1.0	0.0	1.0	1.582353255	0.002816511	0.0	1.0	0.0	1.0
Igll1	0.0	1.0	0.0	1.0	0.0	1.0	-0.904868336	0.001566259	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Igsf10	0.0	1.0	0.0	1.0	0.0	1.0	0.748973623	0.000149626	0.58870935	0.015580505	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Il11	6.56016199	2.6691599999999997e-35	4.594743283	1.64524e-29	3.40364862	1.8117400000000003e-18	3.195672548	0.000192093	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Il11ra1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.610629248	0.000809174	0.0	1.0	0.0	1.0	0.0	1.0
Il17b	-0.920910067	0.04903544	-0.916714487	2.4165e-05	-1.039632456	5.50358e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Il17d	0.0	1.0	-0.554871117	0.00771705	0.0	1.0	-0.658586691	0.011485144	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Il18	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.01210937	0.03476495	0.0	1.0
Il33	0.0	1.0	0.0	1.0	0.0	1.0	-0.809005516	0.001149169	0.0	1.0	-0.993251956	7.43549e-07	0.0	1.0	0.0	1.0	0.0	1.0
Il6st	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.615503402	0.04522177	0.0	1.0	0.0	1.0	0.0	1.0
Incenp	0.0	1.0	-1.169620168	0.027956776	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Inhba	2.270295958	7.95542e-36	1.977732989	7.8919e-16	2.077080162	3.87212e-16	0.0	1.0	0.0	1.0	0.709136632	0.001243223	0.0	1.0	0.0	1.0	0.0	1.0
Inmt	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.821669301	0.016375397	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Insig1	0.964120245	0.000956945	0.70378332	0.007562118	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Iqcc	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.736009806	0.004065059	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Irf7	0.0	1.0	0.0	1.0	-1.335066419	0.048603467	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Irf8	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.171706038	0.007831067	0.0	1.0	0.0	1.0
Irs3	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.042432045	0.013291485	-1.1162068	0.000741598	0.0	1.0	0.0	1.0	0.0	1.0
Isg15	-2.659999264	0.030745014	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Isyna1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.734524599	0.006887434	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Itga10	0.0	1.0	-0.35926532	0.020855209	0.0	1.0	-0.718968875	2.52623e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Itga6	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.477858871	0.025133501	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Itga7	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.713256241	0.005120446	-0.58428043	0.035152546	0.0	1.0	0.0	1.0	0.0	1.0
Itgb1	0.0	1.0	0.0	1.0	0.0	1.0	0.551846884	1.79508e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Itgb4	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.895623038	6.88221e-07	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Itgbl1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.580574806	0.032636052	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Itih3	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.300314425	0.00053499	-1.281864996	0.001024186	0.0	1.0	-1.259512625	0.000884519	0.0	1.0
Itih5	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.616400441	0.004469776	0.0	1.0	0.0	1.0	0.0	1.0
Itm2b	0.0	1.0	0.0	1.0	0.0	1.0	-0.321042978	0.000240135	0.0	1.0	-0.253053738	0.0281703	0.0	1.0	0.0	1.0	0.0	1.0
Itpr3	0.0	1.0	0.0	1.0	0.51305717	0.049387284	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Jag1	1.390070447	0.003501267	1.19285702	0.001213433	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Jtb	0.486684945	0.022359411	0.0	1.0	0.0	1.0	0.397505477	0.009756055	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Junb	0.940941873	1.01399e-08	0.9378908	2.21869e-08	0.913940896	2.53666e-05	0.634836596	7.42471e-05	0.0	1.0	0.484623373	0.045653067	0.0	1.0	0.0	1.0	0.0	1.0
Kank1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.692184246	0.012008174	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Kcnk2	0.0	1.0	0.0	1.0	0.0	1.0	-1.000010464	0.001452105	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Kcnk3	0.0	1.0	0.0	1.0	0.0	1.0	-1.016965217	0.031595746	-1.199589331	0.002098017	-1.24071465	0.020763962	0.0	1.0	0.0	1.0	0.0	1.0
Kcnk5	0.0	1.0	0.0	1.0	0.550071014	0.00900504	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Kcnn4	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.632934556	0.010383004	0.0	1.0	0.0	1.0	0.0	1.0
Kcns1	0.0	1.0	0.0	1.0	0.0	1.0	3.750074463	9.41909e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Kctd10	0.0	1.0	0.0	1.0	0.0	1.0	0.428261042	0.038428036	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Kdelc1	0.0	1.0	0.0	1.0	0.0	1.0	0.668511811	0.043650064	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Kdelr1	0.0	1.0	0.0	1.0	0.0	1.0	0.52776756	4.31041e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Kdelr2	0.0	1.0	0.0	1.0	0.0	1.0	0.383817736	0.038151474	0.51349788	0.011447709	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Kel	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.894089122	0.037842278	0.0	1.0	0.0	1.0	0.0	1.0
Kera	2.618671568	0.043534737	2.995662356	1.21774e-05	0.0	1.0	0.0	1.0	2.635355125	0.014922991	1.756510123	5.02409e-06	0.0	1.0	0.0	1.0	0.0	1.0
Kif16b	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.59992972	0.049272376	0.0	1.0	0.0	1.0	0.0	1.0
Kif20b	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.834572851	0.007717708	0.0	1.0	0.0	1.0	0.0	1.0
Kif22	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.529280747	0.040100734	0.704278911	0.006849215	0.0	1.0	0.0	1.0	1.144389394	0.002445119
Kitlg	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.72493756	0.018214465	-0.535658696	0.009901943	0.0	1.0	0.0	1.0	0.0	1.0
Klf1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.012583042	0.000259138	0.0	1.0	0.0	1.0	0.0	1.0
Klf15	-0.690789645	0.029302306	-0.938488162	0.006821366	-0.929814213	0.004896588	0.0	1.0	-1.307022235	0.041375217	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Klf4	0.859929996	3.19857e-05	0.830499294	1.6295e-07	0.581305793	0.004373782	0.0	1.0	-0.414925261	0.02824786	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Klhl40	0.0	1.0	0.0	1.0	0.683096192	0.023771579	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Kremen1	0.753352134	0.008071523	0.0	1.0	0.0	1.0	0.689237247	0.046218984	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Krt10	0.0	1.0	0.0	1.0	0.0	1.0	-1.125032281	0.031410504	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Krt13	1.198267745	0.041991965	2.369482511	1.8966e-10	2.736046365	0.001393893	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Krt79	0.0	1.0	0.0	1.0	0.0	1.0	-0.57438522	0.031008599	0.0	1.0	-0.878953484	0.010383004	0.0	1.0	0.0	1.0	0.0	1.0
LOC100361103	0.0	1.0	0.0	1.0	0.0	1.0	-0.259888867	0.016947862	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
LOC100361139	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.394475954	0.020282564	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
LOC100361694	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.430410335	0.047755179	0.473140511	0.001598856	0.0	1.0	0.0	1.0	0.0	1.0
LOC100363408	0.0	1.0	0.0	1.0	0.0	1.0	0.416247138	0.000979896	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
LOC100364854	0.0	1.0	0.0	1.0	0.0	1.0	1.551918412	0.029131147	0.0	1.0	0.0	1.0	2.32294708	0.006436993	0.0	1.0	0.0	1.0
LOC100911833	0.0	1.0	-0.518040588	0.000509738	-0.581076228	0.002779802	-1.289432892	0.000359794	-2.25594264	2.16846e-09	-1.294790969	8.15229e-06	0.0	1.0	0.0	1.0	0.0	1.0
LOC100912292	0.0	1.0	-1.076933737	3.87238e-05	-0.939080402	0.002201034	-1.465838206	0.000526986	-1.497542115	0.007926457	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
LOC100912373	0.0	1.0	0.0	1.0	0.0	1.0	-1.886138065	0.026226421	-2.232947986	0.022505325	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
LOC100912512	0.0	1.0	0.0	1.0	0.0	1.0	-0.440291849	0.045799163	-0.552948991	0.044705277	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
LOC299282	0.816468493	0.003572824	1.064541458	0.00018451	1.096384927	8.97007e-15	0.805819076	5.04e-07	0.0	1.0	0.767076678	0.002793914	0.0	1.0	0.0	1.0	0.0	1.0
LOC306766	0.555959108	0.041991965	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
LOC312273	0.0	1.0	0.0	1.0	1.151479484	0.000855044	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
LOC501110	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.030281279	0.018165932	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
LOC501233	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-3.092052758	0.000783722	0.0	1.0	0.0	1.0	0.0	1.0
LOC690871	0.0	1.0	0.0	1.0	0.0	1.0	-0.537095965	0.025351617	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Lama2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.573818722	0.038886049	-0.935823119	5.34651e-06	0.0	1.0	0.0	1.0	0.0	1.0
Lamb1	0.0	1.0	0.0	1.0	0.0	1.0	0.819533395	0.000225934	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Lamb2	0.0	1.0	0.0	1.0	0.0	1.0	-0.367134147	0.019019985	-0.466051821	0.001121874	-0.357225999	0.015633562	0.0	1.0	0.0	1.0	0.0	1.0
Lamb3	2.002998435	0.003836316	1.533996358	0.00368348	1.301101104	0.039828498	-1.445085532	0.0122131	-1.683859597	0.004917877	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Lamp1	0.0	1.0	0.0	1.0	0.0	1.0	0.309677796	0.002799263	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Laptm4b	0.0	1.0	0.0	1.0	0.0	1.0	0.696724313	0.000201896	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Lbp	1.965238562	8.908030000000001e-18	1.720901791	1.05553e-07	1.694320685	1.56358e-23	1.816873862	7.97354e-52	1.26965989	7.41039e-22	1.478604085	1.7207099999999998e-27	0.0	1.0	0.0	1.0	0.0	1.0
Lcp1	0.0	1.0	0.0	1.0	-1.106331851	0.003577751	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ldha	0.454881099	0.00034183	0.526045807	0.001457445	0.769665673	1.11802e-09	0.0	1.0	0.0	1.0	0.529421286	0.010933074	0.0	1.0	0.0	1.0	0.0	1.0
Ldhb	0.0	1.0	0.0	1.0	0.0	1.0	-0.860403941	0.000283296	-0.738082653	0.010207704	-0.835025075	0.012740347	0.0	1.0	0.0	1.0	0.0	1.0
Ldlr	1.303853263	7.8048e-09	1.185140988	2.49398e-06	1.065415587	0.000348233	0.0	1.0	0.0	1.0	0.815006965	0.000635577	0.0	1.0	0.0	1.0	0.0	1.0
Lect1	-1.663415074	4.50335e-05	0.0	1.0	-0.917175036	0.032145632	-2.760785052	0.000438281	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Lef1	0.0	1.0	0.0	1.0	0.0	1.0	-0.957703126	0.030484697	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Lep	0.0	1.0	0.0	1.0	0.0	1.0	-1.673414324	0.005535791	0.0	1.0	-2.946288004	0.000609277	0.0	1.0	0.0	1.0	-1.13463445	0.003809857
Lgals1	0.0	1.0	0.529063839	0.04318777	0.0	1.0	0.49758979	0.00123617	0.342152471	0.02221772	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Lgals12	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-2.745677429	0.000259138	0.0	1.0	0.0	1.0	-1.221960095	0.040601242
Lgals3	0.592907026	0.024525235	0.696618446	8.44708e-08	0.0	1.0	0.448723395	6.95958e-06	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Lgals5	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.820155026	0.033766326	0.0	1.0	0.0	1.0	0.0	1.0
Lgals9	0.0	1.0	0.0	1.0	0.0	1.0	-0.718248787	0.006988198	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Lgalsl	0.0	1.0	0.399450777	0.016536444	0.442916193	0.017060979	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Lgi1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-2.443259973	0.003419105	0.0	1.0	0.0	1.0	0.0	1.0
Lgi4	0.0	1.0	0.0	1.0	0.0	1.0	-0.607193309	0.010743257	-0.870747773	6.95697e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Lifr	0.0	1.0	0.0	1.0	0.0	1.0	-1.324522129	0.006870242	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Lima1	0.0	1.0	0.0	1.0	0.0	1.0	0.875865947	2.76435e-11	0.480844712	0.009525203	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
