Element	autophagosome assembly	autophagosome maturation	autophagosome-lysosome fusion	fabry disease	farber disease	gaucher disease	gm1 gangliosidosis	krabbe disease	negative regulation of autophagy	niemann-pick disease type a/b	phagophore	phagophore assembly site	positive regulation of cell growth	positive regulation of glycolytic process	sialidosis disease	tay-sachs disease	type 1 gd	type 2 gd	type 3 gd
m2823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2828	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m2829	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m2830	0.125	0.111111111111111	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m2831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2834	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.111111111111111	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m2835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2841	0.125	0.111111111111111	0.166666666666667	0	0.142857142857143	0.142857142857143	0	0.125	0.111111111111111	0.125	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m2843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1880	0.125	0.111111111111111	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m2846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2854	0.125	0.111111111111111	0.142857142857143	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.111111111111111	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m2855	0.111111111111111	0.1	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.125	0.142857142857143	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m2856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2866	0.111111111111111	0.1	0.142857142857143	0	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125	0.125	0.142857142857143	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m2867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2476	0.142857142857143	0.125	0.166666666666667	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m2939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2996	0.142857142857143	0.125	0.166666666666667	0	0.2	0.2	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.25	0.25	0.25
m2998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3031	0.125	0.111111111111111	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m3034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3058	0.142857142857143	0.125	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m3060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3068	0.125	0.111111111111111	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1948	0.142857142857143	0.125	0.166666666666667	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3074	0.125	0.111111111111111	0.166666666666667	0	0.142857142857143	0.142857142857143	0	0.125	0.125	0.125	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m3077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3090	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m3091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3116	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.111111111111111	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.2	0.2	0.2
m2422	0.125	0.111111111111111	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m3117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3118	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.111111111111111	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.2	0.2	0.2
m1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3141	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m3148	0.125	0.111111111111111	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m3151	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.111111111111111	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1066	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m3153	0.125	0.111111111111111	0.166666666666667	0	0.142857142857143	0.142857142857143	0	0.125	0.111111111111111	0.125	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3170	0.142857142857143	0.125	0.2	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m2485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3219	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m3220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3234	0.125	0.111111111111111	0.142857142857143	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.111111111111111	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m3235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3236	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m3237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
