Element	autophagosome assembly	autophagosome maturation	autophagosome-lysosome fusion	cheparon mediated autophagy	er stress	fabry disease	farber disease	gaucher disease	gaucher disease type-1	gaucher disease type-2	gaucher disease type-3	gm1 gangliosidosis	krabbe disease	macroautophagy	mitochondrial dysfunction	negative regulation of autophagy	niemann-pick disease type a/b	phagophore	phagophore assembly site	positive regulation of cell growth	positive regulation of glycolytic process	sialidosis disease	tay-sachs disease	ubiquitin-dependent proteasomal degradation	unfolded protein response
m2675	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2678	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2681	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m2683	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m656	0	0	3	0	0	0	4	4	0	0	0	0	4	0	0	2	4	0	0	2	2	0	0	0	0
m358	0	0	0	7	4	0	27	26	0	0	0	0	27	18	21	0	27	0	0	0	0	0	0	0	5
m2703	0	0	2	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0
m2637	0	0	2	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0
m2732	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0
m2733	0	0	3	0	0	0	3	3	0	0	0	0	3	0	2	0	3	0	0	0	0	0	0	0	0
m2889	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
m2907	0	0	2	0	0	0	3	2	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0
m2909	0	0	66	49	0	0	78	73	0	0	0	0	78	68	66	0	78	0	0	0	0	0	0	48	0
m161	0	0	21	0	0	0	31	28	0	0	0	0	31	0	26	3	31	0	0	3	3	0	0	0	0
m3144	0	0	0	0	0	0	2	2	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	2	0
m3154	0	0	0	2	0	0	4	2	0	0	0	0	4	3	0	1	4	0	0	1	1	0	0	0	0
m1867	0	0	14	0	0	0	13	12	0	0	0	0	13	0	7	0	13	0	0	0	0	0	0	0	0
m3156	0	0	3	0	0	0	6	5	0	0	0	0	6	0	5	0	6	0	0	0	0	0	0	3	0
m1533	0	0	4	0	0	0	6	6	0	0	0	0	6	3	4	0	6	0	0	0	0	0	0	0	0
m3191	0	0	3	2	2	0	5	5	0	0	0	0	5	5	0	1	5	0	0	1	1	0	0	0	2
m258	0	0	13	1	0	0	18	16	0	0	0	0	18	11	12	0	18	0	0	0	0	0	0	5	0
m3049	0	0	6	0	0	0	8	8	0	0	0	0	8	4	5	0	8	0	0	0	0	0	0	0	0
m2014	0	0	0	4	0	0	22	21	0	0	0	0	22	13	0	0	22	0	0	0	0	0	0	0	0
m3192	0	0	0	0	0	0	2	2	0	0	0	0	2	2	1	0	2	0	0	0	0	0	0	1	0
m1230	0	0	27	6	6	0	32	31	0	0	0	0	32	19	0	0	32	0	0	0	0	0	0	0	7
m3194	0	0	0	0	0	0	4	4	0	0	0	0	4	3	3	2	4	0	0	2	2	0	0	0	0
m2062	0	0	18	0	0	0	25	21	0	0	0	0	25	0	17	0	25	0	0	0	0	0	0	6	0
m3196	0	0	0	0	1	0	4	4	0	0	0	0	4	4	3	0	4	0	0	0	0	0	0	0	1
m3197	0	0	7	0	0	0	8	8	0	0	0	0	8	0	5	0	8	0	0	0	0	0	0	0	0
m3198	0	0	3	0	0	0	3	3	0	0	0	0	3	2	1	0	3	0	0	0	0	0	0	0	0
m1996	0	0	14	0	3	0	16	0	0	0	0	0	16	10	10	5	16	0	0	5	5	0	0	0	3
m3211	0	0	5	0	0	0	6	6	0	0	0	0	6	0	4	1	6	0	0	1	1	0	0	0	0
m3212	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m3215	0	0	2	0	0	0	2	1	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	1	0
m3217	0	0	4	0	0	0	7	7	0	0	0	0	7	5	6	0	7	0	0	0	0	0	0	0	0
m3222	0	0	2	0	0	0	3	2	0	0	0	0	3	3	2	0	3	0	0	0	0	0	0	0	0
m3223	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0
m3227	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m3231	0	0	24	0	0	0	29	27	0	0	0	0	29	22	21	13	29	0	0	13	13	0	0	0	0
m3240	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m3242	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0
m3244	0	0	2	0	0	0	2	2	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	1	0
m3254	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
m3255	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0
m3257	0	0	3	0	0	0	4	3	0	0	0	0	4	4	3	0	4	0	0	0	0	0	0	0	0
m3262	0	0	4	0	0	0	4	4	0	0	0	0	4	3	4	0	4	0	0	0	0	0	0	3	0
m3269	0	0	3	0	0	0	3	3	0	0	0	0	3	0	2	0	3	0	0	0	0	0	0	0	0
m3279	0	0	3	0	0	0	4	4	0	0	0	0	4	0	2	3	4	0	0	3	3	0	0	1	0
m3280	0	0	5	0	0	0	7	7	0	0	0	0	7	3	5	0	7	0	0	0	0	0	0	0	0
m3295	0	0	5	0	0	0	5	5	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
m3299	0	0	3	0	0	0	4	4	0	0	0	0	4	0	4	0	4	0	0	0	0	0	0	4	0
m3302	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0
m3306	0	0	19	0	0	0	25	25	0	0	0	0	25	19	19	0	25	0	0	0	0	0	0	0	0
m3318	0	0	0	0	0	0	39	33	0	0	0	0	39	28	35	0	39	0	0	0	0	0	0	0	0
m3336	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m3337	0	0	14	9	0	0	21	21	0	0	0	0	21	16	17	0	21	0	0	0	0	0	0	0	0
m3345	0	0	2	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0
m3347	0	0	0	0	0	0	2	2	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	1	0
m890	0	0	7	0	0	0	11	9	0	0	0	0	11	9	10	0	11	0	0	0	0	0	0	0	0
m82	0	0	0	1	0	0	10	10	0	0	0	0	10	6	8	0	10	0	0	0	0	0	0	6	0
m96	0	0	6	2	0	0	6	6	0	0	0	0	6	6	6	0	6	0	0	0	0	0	0	2	0
m108	0	0	0	0	0	0	4	3	0	0	0	0	4	3	3	0	4	0	0	0	0	0	0	1	0
m138	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1
m149	0	0	3	0	0	0	3	3	0	0	0	0	3	2	3	0	3	0	0	0	0	0	0	0	0
m157	0	0	25	8	0	0	34	31	0	0	0	0	34	33	30	0	34	0	0	0	0	0	0	17	0
m159	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0
m224	0	0	8	0	0	0	8	8	0	0	0	0	8	6	8	0	8	0	0	0	0	0	0	8	0
m295	0	0	8	5	2	0	10	10	0	0	0	0	10	7	8	0	10	0	0	0	0	0	0	0	2
m297	0	0	10	0	0	0	13	11	0	0	0	0	13	0	11	0	13	0	0	0	0	0	0	6	0
m311	0	0	0	0	0	0	9	8	0	0	0	0	9	4	7	0	9	0	0	0	0	0	0	0	0
m330	0	0	2	0	0	0	3	3	0	0	0	0	3	3	2	1	3	0	0	1	1	0	0	0	0
m335	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m336	0	0	11	4	0	0	12	11	0	0	0	0	12	9	8	0	12	0	0	0	0	0	0	0	0
m342	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1
m343	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m344	0	0	13	0	0	0	14	14	0	0	0	0	14	8	0	0	14	0	0	0	0	0	0	0	0
m298	0	0	0	0	0	0	2	2	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	0	0
m360	0	0	0	0	0	0	24	22	0	0	0	0	24	0	0	0	24	0	0	0	0	0	0	0	0
m378	0	0	2	0	1	0	3	0	0	0	0	0	3	3	3	1	3	0	0	1	1	0	0	0	1
m544	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m328	0	0	10	5	3	0	11	10	0	0	0	0	11	8	10	0	11	0	0	0	0	0	0	0	3
m567	0	0	11	3	3	0	11	9	0	0	0	0	11	10	11	0	11	0	0	0	0	0	0	2	3
m648	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0
m651	0	0	5	0	0	0	7	7	0	0	0	0	7	6	7	0	7	0	0	0	0	0	0	0	0
m755	0	0	3	0	0	0	3	3	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	2	0
m756	0	0	15	3	4	0	19	17	0	0	0	0	19	12	17	7	19	0	0	7	7	0	0	0	4
m760	0	0	3	0	0	0	3	3	0	0	0	0	3	0	0	2	3	0	0	2	2	0	0	0	0
m764	0	0	0	0	0	0	2	1	0	0	0	0	2	0	2	1	2	0	0	1	1	0	0	1	0
m777	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0
m780	0	0	7	0	0	0	7	7	0	0	0	0	7	4	4	0	7	0	0	0	0	0	0	0	0
m784	0	0	8	0	0	0	9	9	0	0	0	0	9	7	6	0	9	0	0	0	0	0	0	1	0
m1005	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m1239	0	0	0	0	0	0	8	7	0	0	0	0	8	5	6	3	8	0	0	3	3	0	0	0	0
m238	0	0	0	0	0	0	8	7	0	0	0	0	8	6	0	0	8	0	0	0	0	0	0	0	0
m1241	0	0	0	0	0	0	9	9	0	0	0	0	9	8	0	0	9	0	0	0	0	0	0	0	0
m1818	0	0	5	0	0	0	9	9	0	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0
m1820	0	0	0	0	0	0	14	11	0	0	0	0	14	8	11	0	14	0	0	0	0	0	0	5	0
m1873	0	0	2	0	0	0	3	1	0	0	0	0	3	1	0	2	3	0	0	2	2	0	0	0	0
m1874	0	0	9	0	0	0	13	12	0	0	0	0	13	8	11	0	13	0	0	0	0	0	0	0	0
m1893	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m1898	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m1957	0	0	11	3	0	0	16	12	0	0	0	0	16	10	11	0	16	0	0	0	0	0	0	4	0
m2006	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m2008	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0
m2035	0	0	6	0	0	0	6	5	0	0	0	0	6	3	6	0	6	0	0	0	0	0	0	0	0
m2072	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0
m2073	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2074	0	0	2	0	1	0	2	0	0	0	0	0	2	2	2	1	2	0	0	1	1	0	0	0	1
m2088	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2099	0	0	6	0	1	0	6	0	0	0	0	0	6	5	6	2	6	0	0	2	2	0	0	0	1
m2119	0	0	0	0	0	0	4	3	0	0	0	0	4	3	3	0	4	0	0	0	0	0	0	1	0
m1064	0	0	0	1	0	0	2	2	0	0	0	0	2	1	2	0	2	0	0	0	0	0	0	0	0
m888	0	0	2	0	0	0	3	3	0	0	0	0	3	3	3	0	3	0	0	0	0	0	0	3	0
m2162	0	0	3	0	0	0	3	3	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	2	0
m2254	0	0	0	0	0	0	4	4	0	0	0	0	4	4	0	0	4	0	0	0	0	0	0	0	0
m1532	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2255	0	0	2	1	1	0	3	3	0	0	0	0	3	1	2	0	3	0	0	0	0	0	0	0	1
m2257	0	0	7	0	1	0	8	8	0	0	0	0	8	4	0	0	8	0	0	0	0	0	0	0	1
m2260	0	0	0	0	0	0	22	19	0	0	0	0	22	12	16	0	22	0	0	0	0	0	0	7	0
m349	0	0	0	0	0	0	3	2	0	0	0	0	3	0	0	1	3	0	0	1	1	0	0	0	0
m2262	0	0	0	0	0	0	2	1	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	1	0
m2266	0	0	18	3	0	0	26	24	0	0	0	1	26	14	19	0	26	0	0	0	0	0	0	10	0
m2349	0	0	16	4	0	0	26	21	0	0	0	0	26	19	20	5	26	0	0	5	5	0	0	5	0
m2362	0	0	0	8	5	0	21	18	0	0	0	0	21	15	0	0	21	0	0	0	0	0	0	0	5
m2379	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2383	0	0	4	0	0	0	3	1	0	0	0	0	3	3	3	0	3	0	0	0	0	0	0	1	0
m356	0	0	0	0	2	0	15	0	0	0	0	0	15	10	0	0	15	0	0	0	0	0	0	0	3
m2425	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
m2445	0	0	0	0	0	0	10	7	0	0	0	0	10	8	10	6	10	0	0	6	6	0	0	0	0
m2460	0	0	5	0	0	0	6	6	0	0	0	0	6	3	5	0	6	0	0	0	0	0	0	3	0
m2476	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2495	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2497	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m2501	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m2140	0	0	3	1	1	0	3	3	0	0	0	0	3	2	3	1	3	0	0	1	1	0	0	0	1
m2510	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m2533	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
m2586	0	0	2	0	0	0	3	2	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	1	0
m2609	0	0	0	0	3	0	28	26	0	0	0	0	28	18	20	0	28	0	0	0	0	0	0	0	4
m2627	0	0	2	2	0	0	2	2	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0
m2628	0	0	2	0	0	0	2	2	0	0	0	0	2	1	2	0	2	0	0	0	0	0	0	2	0
m2630	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2631	0	0	13	4	5	0	18	15	0	0	0	0	18	11	15	4	18	0	0	4	4	0	0	0	5
m2638	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2646	0	0	11	0	0	0	15	12	0	0	0	0	15	8	13	2	15	0	0	2	2	0	0	0	0
m2684	0	0	0	0	0	0	11	10	0	0	0	0	11	11	11	0	11	0	0	0	0	0	0	0	0
m2740	0	0	14	0	6	0	20	0	0	0	0	0	20	10	15	5	20	0	0	5	5	0	0	0	7
m2872	0	0	8	0	0	0	8	6	0	0	0	0	8	0	6	0	8	0	0	0	0	0	0	0	0
m2873	0	0	2	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	2	0
m125	0	0	0	0	0	0	10	10	0	0	0	0	10	9	11	0	10	0	0	0	0	0	0	0	0
m2949	0	0	6	0	0	0	10	8	0	0	0	0	10	0	9	0	10	0	0	0	0	0	0	0	0
m134	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m3201	0	0	0	0	0	0	2	2	0	0	0	0	2	0	2	1	2	0	0	1	1	0	0	0	0
m2979	0	0	0	0	0	0	3	3	0	0	0	0	3	2	2	0	3	0	0	0	0	0	0	0	0
m2994	0	0	0	0	0	0	3	3	0	0	0	0	3	3	3	0	3	0	0	0	0	0	0	1	0
m3000	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1
m3003	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m3043	0	0	1	0	0	0	2	2	0	0	0	0	2	0	0	2	2	0	0	2	2	0	0	0	0
m3046	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0
m3071	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0
m3075	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m3080	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m2863	0	0	0	0	1	0	5	0	0	0	0	0	5	4	5	0	5	0	0	0	0	0	0	0	1
m3160	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1
m210	0	0	0	0	0	0	3	3	0	0	0	0	3	2	3	0	3	0	0	0	0	0	0	2	0
m3162	0	0	4	0	0	0	11	10	0	0	0	0	11	0	11	0	11	0	0	0	0	0	0	0	0
m3163	0	0	0	0	4	0	19	0	0	0	0	0	19	10	14	0	19	0	0	0	0	0	0	0	4
m3166	0	0	0	0	0	0	12	0	0	0	0	0	12	9	0	0	12	0	0	0	0	0	0	0	0
m3178	0	0	0	0	0	0	2	2	0	0	0	0	2	1	2	0	2	0	0	0	0	0	0	2	0
m3179	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m3182	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m3183	0	0	8	2	2	0	12	0	0	0	0	0	12	9	9	2	12	0	0	2	2	0	0	0	2
m178	0	0	7	2	0	0	8	8	0	0	0	0	8	6	0	0	8	0	0	0	0	0	0	0	0
m3203	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m3207	0	0	3	0	0	0	3	3	0	0	0	0	3	2	2	0	3	0	0	0	0	0	0	0	0
m3210	0	0	8	0	1	0	10	0	0	0	0	0	10	8	8	4	10	0	0	4	4	0	0	0	1
m3218	0	0	2	0	0	0	2	2	0	0	0	0	2	2	2	2	2	0	0	2	2	0	0	0	0
m3219	0	0	0	1	2	0	6	0	0	0	0	0	6	4	5	1	6	0	0	1	1	0	0	0	2
m3228	0	0	0	4	3	0	15	0	0	0	0	0	15	12	13	0	15	0	0	0	0	0	0	0	4
m3232	0	0	0	0	0	0	3	2	0	0	0	0	3	2	2	0	3	0	0	0	0	0	0	0	0
m3236	0	0	2	0	0	0	2	2	0	0	0	0	2	1	2	0	2	0	0	0	0	0	0	0	0
m3241	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m3251	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0
m2263	0	0	0	2	0	0	13	11	0	0	0	0	13	6	11	3	13	0	0	3	3	0	0	0	0
m3259	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m3265	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m3266	0	0	0	0	0	0	5	5	0	0	0	0	5	3	3	0	5	0	0	0	0	0	0	2	0
m3267	0	0	0	0	1	0	7	6	0	0	0	0	7	7	0	0	7	0	0	0	0	0	0	0	1
m3268	0	0	2	0	1	0	5	0	0	0	0	0	5	3	0	1	5	0	0	1	1	0	0	0	1
m3272	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m3273	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
m3226	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m3283	0	0	2	0	0	0	2	2	0	0	0	0	2	1	2	0	2	0	0	0	0	0	0	0	0
m754	0	0	2	0	1	0	2	0	0	0	0	0	2	1	2	1	2	0	0	1	1	0	0	0	1
m1537	0	0	3	0	0	0	3	3	0	0	0	0	3	1	3	0	3	0	0	0	0	0	0	0	0
m3315	0	0	3	0	2	0	4	0	0	0	0	0	4	0	0	2	4	0	0	2	2	0	0	0	2
m3319	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m3320	0	0	11	2	1	0	12	12	0	0	0	0	12	7	9	0	12	0	0	0	0	0	0	0	1
m3321	0	0	3	0	0	0	4	4	0	0	0	0	4	4	2	0	4	0	0	0	0	0	0	1	0
m3323	0	0	10	0	3	0	16	14	0	0	0	0	16	12	0	2	16	0	0	2	2	0	0	0	3
m3325	0	0	2	0	1	0	2	0	0	0	0	0	2	0	1	1	2	0	0	1	1	0	0	0	1
m3331	0	0	0	0	0	0	2	2	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	0	0
m3333	0	0	3	0	0	0	3	3	0	0	0	0	3	2	2	0	3	0	0	0	0	0	0	0	0
m3063	0	0	14	3	0	0	15	13	0	0	0	0	15	10	8	2	15	0	0	2	2	0	0	0	0
m239	0	0	0	1	1	0	2	0	0	0	0	0	2	2	1	1	2	0	0	1	1	0	0	0	1
m3341	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	1	2	0	0	1	1	0	0	0	0
m3343	0	0	3	0	0	0	3	3	0	0	0	0	3	0	0	1	3	0	0	1	1	0	0	0	0
m3350	0	0	0	0	0	0	3	3	0	0	0	0	3	2	2	0	3	0	0	0	0	0	0	0	0
m3351	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	1
m3353	0	0	3	0	0	0	5	4	0	0	0	0	5	4	3	0	5	0	0	0	0	0	0	0	0
m3356	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m3357	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m3358	0	0	0	0	0	0	2	2	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	2	0
m3359	0	0	10	0	0	0	18	15	0	0	0	0	18	10	13	0	18	0	0	0	0	0	0	0	0
m3361	0	0	0	0	0	0	2	2	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	0	0
m3363	0	0	0	0	0	0	6	6	0	0	0	0	6	4	5	0	6	0	0	0	0	0	0	0	0
m3364	0	0	2	1	1	0	3	3	0	0	0	0	3	2	3	0	3	0	0	0	0	0	0	1	1
m3365	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m1913	0	0	0	0	0	0	13	10	0	0	0	0	13	7	9	5	13	0	0	5	5	0	0	0	0
m3374	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m3376	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1
m3380	0	0	0	0	0	0	10	9	0	0	0	0	10	0	10	0	10	0	0	0	0	0	0	5	0
m3385	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m2010	0	0	2	0	0	0	3	3	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0
m3391	0	0	6	3	0	0	10	8	0	0	0	0	10	9	8	0	10	0	0	0	0	0	0	5	0
m316	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m3394	0	0	0	3	0	0	9	9	0	0	0	0	9	8	0	0	9	0	0	0	0	0	0	0	0
m3208	0	0	0	0	0	0	14	13	0	0	0	0	14	8	11	0	14	0	0	0	0	0	0	0	0
m3409	0	0	0	0	0	0	3	3	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	1	0
m337	0	0	3	0	0	0	3	3	0	0	0	0	3	1	3	0	3	0	0	0	0	0	0	3	0
m3412	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
m3423	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0
m6	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0
m3426	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m3428	0	0	2	0	0	0	2	2	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0
m123	0	0	0	0	1	0	1	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	3
m3430	0	0	0	0	0	0	6	5	0	0	0	0	6	0	4	4	6	0	0	4	4	0	0	0	0
m2632	0	0	2	0	0	0	2	2	0	0	0	0	2	2	2	1	2	0	0	1	1	0	0	0	0
m3431	0	0	12	2	0	0	17	15	0	0	0	0	17	8	14	0	17	0	0	0	0	0	0	5	0
m3434	0	0	10	0	4	0	13	0	0	0	0	0	13	9	10	3	13	0	0	3	3	0	0	0	4
m3436	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m3439	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m3441	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m3447	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1
m3448	0	0	2	0	0	0	2	2	0	0	0	0	2	1	2	0	2	0	0	0	0	0	0	0	0
m3449	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m3454	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m3455	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m3456	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1
m3312	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
m3470	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m3471	0	0	0	0	0	0	6	5	0	0	0	0	6	0	5	1	6	0	0	1	1	0	0	0	0
m3478	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m3480	0	0	0	0	0	0	4	4	0	0	0	0	4	4	3	0	4	0	0	0	0	0	0	2	0
m3485	0	0	4	0	0	0	4	4	0	0	0	0	4	0	4	0	4	0	0	0	0	0	0	3	0
