Element	autophagosome assembly	autophagosome maturation	autophagosome-lysosome fusion	fabry disease	farber disease	gaucher disease	gm1 gangliosidosis	krabbe disease	metachromatic leukodystrophy	negative regulation of autophagy	niemann-pick disease type a/b	phagophore	phagophore assembly site	positive regulation of cell growth	positive regulation of glycolytic process	sandhoff disease	tay-sachs disease	type 1 gd	type 2 gd	type 3 gd
m142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218.887167095479	218.887167095479	218.887167095479
m156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608.312205136437	608.312205136437	608.312205136437
m158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m183	37.9929593353506	37.9929593353506	27.9224540988612	0	0	0	0	0	0	32.9410997574007	0	37.9929593353506	37.9929593353506	32.9410997574007	32.9410997574007	0	0	81.7822121576917	81.7822121576917	81.7822121576917
m184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m185	43.2692612942613	43.2692612942613	73.1488612298981	0	0	0	0	0	0	76.597531489578	0	43.2692612942613	43.2692612942613	76.597531489578	76.597531489578	0	0	20.2673202614379	20.2673202614379	20.2673202614379
m186	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m187	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m188	2	2	2	0	0	0	0	0	0	2	0	2	2	2	2	0	0	2	2	2
m189	4.16666666666667	4.16666666666667	5.60757575757576	0	0	0	0	0	0	4	0	4.16666666666667	4.16666666666667	4	4	0	0	4	4	4
m190	5.36666666666667	5.36666666666667	6.77424242424242	0	0	0	0	0	0	3.125	0	5.36666666666667	5.36666666666667	3.125	3.125	0	0	1.25	1.25	1.25
m191	29.1130313385109	29.1130313385109	39.1109085359085	0	0	0	0	0	0	37.9678513677385	0	29.1130313385109	29.1130313385109	37.9678513677385	37.9678513677385	0	0	50.5742994076114	50.5742994076114	50.5742994076114
m192	3.75	3.75	4.36363636363636	0	0	0	0	0	0	4.15384615384615	0	3.75	3.75	4.15384615384615	4.15384615384615	0	0	3	3	3
m193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m195	2.81313131313131	2.81313131313131	1	0	0	0	0	0	0	1	0	2.81313131313131	2.81313131313131	1	1	0	0	1.2	1.2	1.2
m194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m196	15.5534798534799	15.5534798534799	45.4791578249337	0	0	0	0	0	0	33.2962648944681	0	15.5534798534799	15.5534798534799	33.2962648944681	33.2962648944681	0	0	18.7402597402597	18.7402597402597	18.7402597402597
m198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m199	33.6125409732827	33.6125409732827	21.4261904761905	0	0	0	0	0	0	12.0744397759104	0	33.6125409732827	33.6125409732827	12.0744397759104	12.0744397759104	0	0	10.6666666666667	10.6666666666667	10.6666666666667
m200	32.9148208072121	32.9148208072121	15.6694202080718	0	0	0	0	0	0	24.8638643296478	0	32.9148208072121	32.9148208072121	24.8638643296478	24.8638643296478	0	0	63.8112737823416	63.8112737823416	63.8112737823416
m202	6	6	6.91725084950891	0	0	0	0	0	0	5.9	0	6	6	5.9	5.9	0	0	18.4015308363134	18.4015308363134	18.4015308363134
m201	2.33333333333333	2.33333333333333	0	0	0	0	0	0	0	0	0	2.33333333333333	2.33333333333333	0	0	0	0	0	0	0
m203	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m204	2	2	3.25	0	0	0	0	0	0	3.37179487179487	0	2	2	3.37179487179487	3.37179487179487	0	0	2.6	2.6	2.6
m205	1	1	1.5	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m206	6.19285714285714	6.19285714285714	5.75	0	0	0	0	0	0	7.2093023255814	0	6.19285714285714	6.19285714285714	7.2093023255814	7.2093023255814	0	0	7	7	7
m207	4.9367839889579	4.9367839889579	6.53333333333333	0	0	0	0	0	0	6.68977272727273	0	4.9367839889579	4.9367839889579	6.68977272727273	6.68977272727273	0	0	7.34285714285714	7.34285714285714	7.34285714285714
m210	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m211	1	1	1.66666666666667	0	0	0	0	0	0	1.5	0	1	1	1.5	1.5	0	0	2	2	2
m212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m214	1.07554945054945	1.07554945054945	0	0	0	0	0	0	0	0.669767441860465	0	1.07554945054945	1.07554945054945	0.669767441860465	0.669767441860465	0	0	0.666666666666667	0.666666666666667	0.666666666666667
m215	0.467857142857143	0.467857142857143	1	0	0	0	0	0	0	1.88888888888889	0	0.467857142857143	0.467857142857143	1.88888888888889	1.88888888888889	0	0	0.776923076923077	0.776923076923077	0.776923076923077
m216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m218	1.1	1.1	1.22222222222222	0	0	0	0	0	0	1	0	1.1	1.1	1	1	0	0	1	1	1
m219	5.33695652173913	5.33695652173913	8.93413426783369	0	0	0	0	0	0	10.5072517471048	0	5.33695652173913	5.33695652173913	10.5072517471048	10.5072517471048	0	0	1.18055555555556	1.18055555555556	1.18055555555556
m221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m222	0	0	0.235294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m224	9.25	9.25	10.35	0	0	0	0	0	0	10.45	0	9.25	9.25	10.45	10.45	0	0	10.5	10.5	10.5
m225	25.290848040848	25.290848040848	8.61111111111111	0	0	0	0	0	0	14.1954030019622	0	25.290848040848	25.290848040848	14.1954030019622	14.1954030019622	0	0	28.4016806722689	28.4016806722689	28.4016806722689
m226	119.44947190609	119.44947190609	173.944849144601	0	0	0	0	0	0	182.378953852589	0	119.44947190609	119.44947190609	182.378953852589	182.378953852589	0	0	201.937033093363	201.937033093363	201.937033093363
m48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m227	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0
m228	0.833333333333333	0.833333333333333	0.916666666666667	0	0	0	0	0	0	1.54285714285714	0	0.833333333333333	0.833333333333333	1.54285714285714	1.54285714285714	0	0	1.25	1.25	1.25
m229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m230	3.08695652173913	3.08695652173913	3	0	0	0	0	0	0	3.24807395993837	0	3.08695652173913	3.08695652173913	3.24807395993837	3.24807395993837	0	0	3	3	3
m231	2.96212121212121	2.96212121212121	4.33333333333333	0	0	0	0	0	0	5.41787624140565	0	2.96212121212121	2.96212121212121	5.41787624140565	5.41787624140565	0	0	4.91904761904762	4.91904761904762	4.91904761904762
m232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m235	21.3761904761905	21.3761904761905	34.1898018648019	0	0	0	0	0	0	12.8315295815296	0	21.3761904761905	21.3761904761905	12.8315295815296	12.8315295815296	0	0	8.34567099567099	8.34567099567099	8.34567099567099
m236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m237	39.7541056166056	39.7541056166056	15.18334998335	0	0	0	0	0	0	15.2955989798732	0	39.7541056166056	39.7541056166056	15.2955989798732	15.2955989798732	0	0	12.9376984126984	12.9376984126984	12.9376984126984
m239	1	1	0.666666666666667	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
m240	0	0	0.666666666666667	0	0	0	0	0	0	1.54285714285714	0	0	0	1.54285714285714	1.54285714285714	0	0	0.685714285714286	0.685714285714286	0.685714285714286
m241	4.71428571428571	4.71428571428571	5	0	0	0	0	0	0	4	0	4.71428571428571	4.71428571428571	4	4	0	0	5.6	5.6	5.6
m242	43.3067558799117	43.3067558799117	31.3673540898386	0	0	0	0	0	0	12.2625017272955	0	43.3067558799117	43.3067558799117	12.2625017272955	12.2625017272955	0	0	31.748556998557	31.748556998557	31.748556998557
m243	5.33333333333333	5.33333333333333	6.42179487179487	0	0	0	0	0	0	5.06666666666667	0	5.33333333333333	5.33333333333333	5.06666666666667	5.06666666666667	0	0	4.8	4.8	4.8
m244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666666666666667	0.0666666666666667	0.0666666666666667
m245	4.91896943636074	4.91896943636074	0	0	0	0	0	0	0	0.454545454545455	0	4.91896943636074	4.91896943636074	0.454545454545455	0.454545454545455	0	0	0.0909090909090909	0.0909090909090909	0.0909090909090909
m246	3	3	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0
m247	15.5623274672188	15.5623274672188	6.8989898989899	0	0	0	0	0	0	8.14285714285714	0	15.5623274672188	15.5623274672188	8.14285714285714	8.14285714285714	0	0	20.5292483660131	20.5292483660131	20.5292483660131
m248	2.66666666666667	2.66666666666667	6.84920634920635	0	0	0	0	0	0	8.04107142857143	0	2.66666666666667	2.66666666666667	8.04107142857143	8.04107142857143	0	0	23.603706438489	23.603706438489	23.603706438489
m249	9.61666666666667	9.61666666666667	5.46969696969697	0	0	0	0	0	0	6.1025641025641	0	9.61666666666667	9.61666666666667	6.1025641025641	6.1025641025641	0	0	3.5	3.5	3.5
m197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m250	113.307061785525	113.307061785525	96.3590416111756	0	0	0	0	0	0	36.4867005850805	0	113.307061785525	113.307061785525	36.4867005850805	36.4867005850805	0	0	118.767396840159	118.767396840159	118.767396840159
m251	2.5	2.5	1.8	0	0	0	0	0	0	1.66666666666667	0	2.5	2.5	1.66666666666667	1.66666666666667	0	0	3.875	3.875	3.875
m252	1.99513529948313	1.99513529948313	3.35378787878788	0	0	0	0	0	0	1	0	1.99513529948313	1.99513529948313	1	1	0	0	4.5952380952381	4.5952380952381	4.5952380952381
m253	18.7930757494999	18.7930757494999	36.0591908091908	0	0	0	0	0	0	29.6900041536076	0	18.7930757494999	18.7930757494999	29.6900041536076	29.6900041536076	0	0	17.4017316017316	17.4017316017316	17.4017316017316
m254	18.5182274247492	18.5182274247492	55.0002976366287	0	0	0	0	0	0	76.1712422254564	0	18.5182274247492	18.5182274247492	76.1712422254564	76.1712422254564	0	0	870.800627768084	870.800627768084	870.800627768084
m255	1.97435897435897	1.97435897435897	2	0	0	0	0	0	0	1.875	0	1.97435897435897	1.97435897435897	1.875	1.875	0	0	2	2	2
m256	10.5341889390802	10.5341889390802	4.75277777777778	0	0	0	0	0	0	7.73725490196078	0	10.5341889390802	10.5341889390802	7.73725490196078	7.73725490196078	0	0	4.73333333333333	4.73333333333333	4.73333333333333
m257	43.3919903280888	43.3919903280888	49.2064432789433	0	0	0	0	0	0	75.0020489974103	0	43.3919903280888	43.3919903280888	75.0020489974103	75.0020489974103	0	0	48.9490800865801	48.9490800865801	48.9490800865801
m258	15.6004329004329	15.6004329004329	22.3560059669405	0	0	0	0	0	0	7.25036075036075	0	15.6004329004329	15.6004329004329	7.25036075036075	7.25036075036075	0	0	7.55	7.55	7.55
m259	6.27083333333333	6.27083333333333	6.16666666666667	0	0	0	0	0	0	15.5457167832168	0	6.27083333333333	6.27083333333333	15.5457167832168	15.5457167832168	0	0	5.9	5.9	5.9
m260	5.7192334839074	5.7192334839074	5.37803418803419	0	0	0	0	0	0	3	0	5.7192334839074	5.7192334839074	3	3	0	0	4.68752587991719	4.68752587991719	4.68752587991719
m261	3.37142857142857	3.37142857142857	3.33333333333333	0	0	0	0	0	0	2.72413793103448	0	3.37142857142857	3.37142857142857	2.72413793103448	2.72413793103448	0	0	5.37619047619048	5.37619047619048	5.37619047619048
m263	12.0981684981685	12.0981684981685	15.9920346320346	0	0	0	0	0	0	16.801472945659	0	12.0981684981685	12.0981684981685	16.801472945659	16.801472945659	0	0	13.85	13.85	13.85
m264	4.90934065934066	4.90934065934066	4.67857142857143	0	0	0	0	0	0	2.58333333333333	0	4.90934065934066	4.90934065934066	2.58333333333333	2.58333333333333	0	0	4.50793650793651	4.50793650793651	4.50793650793651
m265	0.4	0.4	0.333333333333333	0	0	0	0	0	0	0.307692307692308	0	0.4	0.4	0.307692307692308	0.307692307692308	0	0	0.333333333333333	0.333333333333333	0.333333333333333
m266	2.38076923076923	2.38076923076923	1.66666666666667	0	0	0	0	0	0	3.53154003339402	0	2.38076923076923	2.38076923076923	3.53154003339402	3.53154003339402	0	0	2.47142857142857	2.47142857142857	2.47142857142857
m267	2.66666666666667	2.66666666666667	2.5	0	0	0	0	0	0	1.68421052631579	0	2.66666666666667	2.66666666666667	1.68421052631579	1.68421052631579	0	0	2.5	2.5	2.5
m268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m269	0	0	0.272727272727273	0	0	0	0	0	0	0.142857142857143	0	0	0	0.142857142857143	0.142857142857143	0	0	0	0	0
m270	10.2619047619048	10.2619047619048	10.2583333333333	0	0	0	0	0	0	2.78328173374613	0	10.2619047619048	10.2619047619048	2.78328173374613	2.78328173374613	0	0	12.75	12.75	12.75
m271	6.98333536313076	6.98333536313076	19.0572205572205	0	0	0	0	0	0	45.9657730105523	0	6.98333536313076	6.98333536313076	45.9657730105523	45.9657730105523	0	0	52.4987382041091	52.4987382041091	52.4987382041091
m272	5.03426573426573	5.03426573426573	5.14126984126984	0	0	0	0	0	0	4.93589743589744	0	5.03426573426573	5.03426573426573	4.93589743589744	4.93589743589744	0	0	4.87474747474747	4.87474747474747	4.87474747474747
m273	6.3012987012987	6.3012987012987	5.30952380952381	0	0	0	0	0	0	2.92	0	6.3012987012987	6.3012987012987	2.92	2.92	0	0	5.86666666666667	5.86666666666667	5.86666666666667
m274	2.08333333333333	2.08333333333333	2.90952380952381	0	0	0	0	0	0	0	0	2.08333333333333	2.08333333333333	0	0	0	0	0	0	0
m275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m276	1.1	1.1	1.8	0	0	0	0	0	0	0.625	0	1.1	1.1	0.625	0.625	0	0	0.25	0.25	0.25
m277	0.222222222222222	0.222222222222222	0.233333333333333	0	0	0	0	0	0	0	0	0.222222222222222	0.222222222222222	0	0	0	0	0.424242424242424	0.424242424242424	0.424242424242424
m278	5.8	5.8	6.11538461538461	0	0	0	0	0	0	6.21851851851852	0	5.8	5.8	6.21851851851852	6.21851851851852	0	0	6.58181818181818	6.58181818181818	6.58181818181818
m279	14.5072098794925	14.5072098794925	2.50588235294118	0	0	0	0	0	0	22.173826645075	0	14.5072098794925	14.5072098794925	22.173826645075	22.173826645075	0	0	3.60606060606061	3.60606060606061	3.60606060606061
m280	7.95862003493583	7.95862003493583	1.5	0	0	0	0	0	0	0.8	0	7.95862003493583	7.95862003493583	0.8	0.8	0	0	13.1958333333333	13.1958333333333	13.1958333333333
m281	14.3910866910867	14.3910866910867	37.5654234654235	0	0	0	0	0	0	22.8558151815505	0	14.3910866910867	14.3910866910867	22.8558151815505	22.8558151815505	0	0	11.6468253968254	11.6468253968254	11.6468253968254
m282	33.8091407242942	33.8091407242942	33.9599442224442	0	0	0	0	0	0	14.7988567213719	0	33.8091407242942	33.8091407242942	14.7988567213719	14.7988567213719	0	0	42.8766455021251	42.8766455021251	42.8766455021251
m283	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0	0.0476190476190476	0	0.333333333333333	0.333333333333333	0.0476190476190476	0.0476190476190476	0	0	0	0	0
m284	2	2	0.542857142857143	0	0	0	0	0	0	0.666666666666667	0	2	2	0.666666666666667	0.666666666666667	0	0	0	0	0
m285	9.87878787878788	9.87878787878788	12.917094017094	0	0	0	0	0	0	11.1115495615496	0	9.87878787878788	9.87878787878788	11.1115495615496	11.1115495615496	0	0	13.0937229437229	13.0937229437229	13.0937229437229
m286	1.45	1.45	0.666666666666667	0	0	0	0	0	0	0.142857142857143	0	1.45	1.45	0.142857142857143	0.142857142857143	0	0	0	0	0
m287	0	0	6.5	0	0	0	0	0	0	0.174603174603175	0	0	0	0.174603174603175	0.174603174603175	0	0	0	0	0
m288	0	0	207.329573040062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.896825396825397	0.896825396825397	0.896825396825397
m289	0.933333333333333	0.933333333333333	0.666666666666667	0	0	0	0	0	0	0.692307692307692	0	0.933333333333333	0.933333333333333	0.692307692307692	0.692307692307692	0	0	0.666666666666667	0.666666666666667	0.666666666666667
m290	1.225	1.225	7.4000333000333	0	0	0	0	0	0	5.31574928339634	0	1.225	1.225	5.31574928339634	5.31574928339634	0	0	8.69047619047619	8.69047619047619	8.69047619047619
m291	1.95555555555556	1.95555555555556	10.735519231829	0	0	0	0	0	0	2.77053436759319	0	1.95555555555556	1.95555555555556	2.77053436759319	2.77053436759319	0	0	2.61904761904762	2.61904761904762	2.61904761904762
m292	3.01587301587302	3.01587301587302	17.9966282409932	0	0	0	0	0	0	1.52601809954751	0	3.01587301587302	3.01587301587302	1.52601809954751	1.52601809954751	0	0	1	1	1
m293	1.25	1.25	1.76785714285714	0	0	0	0	0	0	1	0	1.25	1.25	1	1	0	0	1	1	1
m294	0	0	0.0689655172413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
