Element	gaucher's disease	keratinocyte differentiation	krabbe disease	neutrophil degranulation	niemann-pick disease	regulation of programmed nerotic cell death
m2536	0	0	0	0	0	0
m2537	0	0	0	0	0	0
m2538	0	0	0	0	0	0
m2539	0	0	0	0	0	0
m2540	0	0	0	0	0	0
m2541	0	0	0	0	0	0
m2542	0	0	0	0	0	0
m2543	0	0	0	0	0	0
m2544	0	0	0	0	0	0
m2545	0	0	0	0	0	0
m2159	0	0	0	0	0	0
m2546	0	0	0	0	0	0
m2547	0	0	0	0	0	0
m2548	0	0	0	0	0	0
m2549	0	0	0	0	0	0
m2550	0	0	0	0	0	0
m1978	0	0	0	0	0	0
m2551	0	0	0	0	0	0
m2552	0	0	0	0	0	0
m2553	0	0	0	0	0	0
m2554	0	0	0	0	0	0
m2555	0	0	0	0	0	0
m2556	0	0	0	0	0	0
m2557	0	0	0	0	0	0
m2558	0	0	0	0	0	0
m2559	0	0	0	0	0	0
m1746	0	0	0	0	0	0
m2560	0	0	0	0	0	0
m2561	0	0	0	0	0	0
m2562	0	0	0	0	0	0
m2563	0	0	0	0	0	0
m2564	0	0	0	0	0	0
m2565	0	0	0	0	0	0
m2566	0	0	0	0	0	0
m2567	0	0	0	0	0	0
m2568	0	0	0	0	0	0
m2569	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m2570	0	0	0	0	0	0
m2221	0	0	0	0	0	0
m2571	0	0	0	0	0	0
m2572	0	0	0	0	0	0
m2573	0	0	0	0	0	0
m2574	0	0	0	0	0	0
m2575	0	0	0	0	0	0
m2576	0	0	0	0	0	0
m2577	0	0	0	0	0	0
m2578	0	0	0	0	0	0
m2579	0	0	0	0	0	0
m2580	0	0	0	0	0	0
m1025	0	0	0	0	0	0
m2581	0	0	0	0	0	0
m2582	0	0	0	0	0	0
m2583	0	0	0	0	0	0
m2585	0	0	0	0	0	0
m2586	0	0	0	0	0	0
m2587	0	0	0	0	0	0
m2588	0	0	0	0	0	0
m2589	0	0	0	0	0	0
m2590	0	0	0	0	0	0
m2591	0	0	0	0	0	0
m2592	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m2596	0	0	0	0	0	0
m2597	0	0	0	0	0	0
m2598	0	0	0	0	0	0
m2599	0	0	0	0	0	0
m2600	0	0	0	0	0	0
m2601	0	0	0	0	0	0
m2602	0	0	0	0	0	0
m2603	0	0	0	0	0	0
m2604	0	0	0	0	0	0
m2605	0	0	0	0	0	0
m2606	0	0	0	0	0	0
m2607	0	0	0	0	0	0
m2608	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m2611	0	0	0	0	0	0
m2612	0	0	0	0	0	0
m2085	0	0	0	0	0	0
m2613	0	0	0	0	0	0
m2080	0	0	0	0	0	0
m2614	0	0	0	0	0	0
m2615	0	0	0	0	0	0
m2616	0	0	0	0	0	0
m2617	0	0	0	0	0	0
m2618	0	0	0	0	0	0
m2619	0	0	0	0	0	0
m2620	0	0	0	0	0	0
m2621	0	0	0	0	0	0
m2622	0	0	0	0	0	0
m2623	0	0	0	0	0	0
m2624	0	0	0	0	0	0
m2625	0	0	0	0	0	0
m2626	0	0	0	0	0	0
m2627	0	0	0	0	0	0
m2631	0	0	0	0	0	0
m2632	0	0	0	0	0	0
m2633	0	0	0	0	0	0
m2634	0	0	0	0	0	0
m2635	0	0	0	0	0	0
m696	0	0	0	0	0	0
m2636	0	0	0	0	0	0
m2637	0	0	0	0	0	0
m2638	0	0	0	0	0	0
m2639	0	0	0	0	0	0
m2640	0	0	0	0	0	0
m2641	0	0	0	0	0	0
m693	0	0	0	0	0	0
m2642	0	0	0	0	0	0
m2643	0	0	0	0	0	0
m2644	0	0	0	0	0	0
m2645	0	0	0	0	0	0
m2646	0	0	0	0	0	0
m695	0	0	0	0	0	0
m2647	0	0	0	0	0	0
m2648	0	0	0	0	0	0
m2649	0	0	0	0	0	0
m2650	0	0	0	0	0	0
m2651	0	0	0	0	0	0
m2652	0	0	0	0	0	0
m2653	0	0	0	0	0	0
m2654	0	0	0	0	0	0
m2655	0	0	0	0	0	0
m2656	0	0	0	0	0	0
m2657	0	0	0	0	0	0
m2658	0	0	0	0	0	0
m2659	0	0	0	0	0	0
m2660	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m2305	0	0	0	0	0	0
m2661	0	0	0	0	0	0
m2662	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m2663	0	0	0	0	0	0
m2664	0	0	0	0	0	0
m2665	0	0	0	0	0	0
m2666	0	0	0	0	0	0
m2667	0	0	0	0	0	0
m2668	0	0	0	0	0	0
m1244	0	0	0	0	0	0
m2672	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m2673	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m2677	0	0	0	0	0	0
m2678	0	0	0	0	0	0
m2679	0	0	0	0	0	0
m2680	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m2684	0	0	0	0	0	0
m2685	0	0	0	0	0	0
m2686	0	0	0	0	0	0
m1023	0	0	0	0	0	0
m2688	0	0	0	0	0	0
m2689	0	0	0	0	0	0
m2690	0	0	0	0	0	0
m2691	0	0	0	0	0	0
m2692	0	0	0	0	0	0
m2693	0	0	0	0	0	0
m2162	0	0	0	0	0	0
m2694	0	0	0	0	0	0
m2695	0	0	0	0	0	0
m2696	0	0	0	0	0	0
m2697	0	0	0	0	0	0
m2699	0	0	0	0	0	0
m2703	0	0	0	0	0	0
m2704	0	0	0	0	0	0
m2705	0	0	0	0	0	0
m2706	0	0	0	0	0	0
m2707	0	0	0	0	0	0
m2708	0	0	0	0	0	0
m2709	0	0	0	0	0	0
m2710	0	0	0	0	0	0
m2711	0	0	0	0	0	0
m363	0	0	0	0	0	0
m2712	0	0	0	0	0	0
m2713	0	0	0	0	0	0
m2716	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m2718	0	0	0	0	0	0
m2719	0	0	0	0	0	0
m2720	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m2723	0	0	0	0	0	0
m2725	0	0	0	0	0	0
m2728	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1580	0	0	0	0	0	0
m2730	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m2731	0	0	0	0	0	0
m2732	0	0	0	0	0	0
m2733	0	0	0	0	0	0
m2734	0	0	0	0	0	0
m2735	0	0	0	0	0	0
m1723	0	0	0	0	0	0
m1226	0	0	0	0	0	0
m2736	0	0	0	0	0	0
m2737	0	0	0	0	0	0
m2738	0	0	0	0	0	0
m2739	0	0	0	0	0	0
m2740	0	0	0	0	0	0
m2741	0	0	0	0	0	0
m2742	0	0	0	0	0	0
m2081	0	0	0	0	0	0
m2743	0	0	0	0	0	0
m2744	0	0	0	0	0	0
m2745	0	0	0	0	0	0
m2746	0	0	0	0	0	0
m2747	0	0	0	0	0	0
m2748	0	0	0	0	0	0
m1384	0	0	0	0	0	0
m2749	0	0	0	0	0	0
m1573	0	0	0	0	0	0
m2750	0	0	0	0	0	0
m996	0	0	0	0	0	0
m2751	0	0	0	0	0	0
m2752	0	0	0	0	0	0
m2753	0	0	0	0	0	0
m2754	0	0	0	0	0	0
m2755	0	0	0	0	0	0
m2756	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m2757	0	0	0	0	0	0
m2758	0	0	0	0	0	0
m2764	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m2767	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m2768	0	0	0	0	0	0
m2770	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m2773	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m2774	0	0	0	0	0	0
m2775	0	0	0	0	0	0
m2776	0	0	0	0	0	0
m2777	0	0	0	0	0	0
m2778	0	0	0	0	0	0
m2779	0	0	0	0	0	0
m2780	0	0	0	0	0	0
m2781	0	0	0	0	0	0
m2782	0	0	0	0	0	0
m2783	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m480	0	0	0	0	0	0
m2787	0	0	0	0	0	0
m2788	0	0	0	0	0	0
m2789	0	0	0	0	0	0
m2790	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m2791	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m2792	0	0	0	0	0	0
m2800	0	0	0	0	0	0
m379	0	0	0	0	0	0
m2793	0	0	0	0	0	0
m2801	0	0	0	0	0	0
m2795	0	0	0	0	0	0
m2799	0	0	0	0	0	0
m2803	0	0	0	0	0	0
m2804	0	0	0	0	0	0
m2806	0	0	0	0	0	0
m2807	0	0	0	0	0	0
m2808	0	0	0	0	0	0
m2809	0	0	0	0	0	0
m2810	0	0	0	0	0	0
m2812	0	0	0	0	0	0
m2813	0	0	0	0	0	0
m2814	0	0	0	0	0	0
m2815	0	0	0	0	0	0
m2816	0	0	0	0	0	0
m2817	0	0	0	0	0	0
m2818	0	0	0	0	0	0
m2819	0	0	0	0	0	0
m2820	0	0	0	0	0	0
m2821	0	0	0	0	0	0
m2822	0	0	0	0	0	0
m2826	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m2829	0	0	0	0	0	0
m2830	0	0	0	0	0	0
m2831	0	0	0	0	0	0
m2832	0	0	0	0	0	0
m2833	0	0	0	0	0	0
m2834	0	0	0	0	0	0
m2835	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m2837	0	0	0	0	0	0
m2838	0	0	0	0	0	0
m2199	0	0	0	0	0	0
m2839	0	0	0	0	0	0
m2840	0	0	0	0	0	0
m2841	0	0	0	0	0	0
m2842	0	0	0	0	0	0
m2843	0	0	0	0	0	0
m2844	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m2845	0	0	0	0	0	0
m2846	0	0	0	0	0	0
m2847	0	0	0	0	0	0
m2848	0	0	0	0	0	0
m2849	0	0	0	0	0	0
m2191	0	0	0	0	0	0
m2850	0	0	0	0	0	0
m2851	0	0	0	0	0	0
m2852	0	0	0	0	0	0
m2853	0	0	0	0	0	0
m2854	0	0	0	0	0	0
m2855	0	0	0	0	0	0
m2856	0	0	0	0	0	0
m2857	0	0	0	0	0	0
m2858	0	0	0	0	0	0
m2859	0	0	0	0	0	0
m2860	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m2862	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m2865	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m2867	0	0	0	0	0	0
m2868	0	0	0	0	0	0
m2869	0	0	0	0	0	0
m2870	0	0	0	0	0	0
m2871	0	0	0	0	0	0
m2872	0	0	0	0	0	0
m2873	0	0	0	0	0	0
m2874	0	0	0	0	0	0
m2875	0	0	0	0	0	0
m2877	0	0	0	0	0	0
m2881	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m2890	0	0	0	0	0	0
m2891	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m2893	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m2895	0	0	0	0	0	0
m2896	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m2897	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m2899	0	0	0	0	0	0
